location_id,location_name,year,sdi
6,China,2007,0.611022840718744
6,China,2008,0.620819689605186
6,China,2009,0.63019104354537
6,China,2010,0.642159876993456
6,China,2011,0.652089229965814
6,China,2012,0.657128020215688
6,China,2013,0.661302502010086
6,China,2014,0.66507774278267
6,China,2015,0.667082534212775
6,China,2016,0.6701965765836
6,China,2017,0.678073480377939
6,China,2018,0.687058093762202
6,China,2019,0.69634448302082
6,China,2020,0.705672619549513
6,China,2021,0.713940184682145
6,China,2022,0.720965356925905
6,China,2023,0.727553273547614
77,Cyprus,2000,0.75042177922052
77,Cyprus,2001,0.759080666262352
77,Cyprus,2002,0.767011233378691
77,Cyprus,2003,0.77382330032299
